#what,what,,,,,,,
#age,2 (week),,,,,,,
#organism part,aerial part,,,,,,,
#dose,20 micromolar,,,,,,,
#development stage,seedling,,,,,,,
#compound,,,DMSO,DMSO,t-zeatin,t-zeatin,DMSO,t-zeatin
Gene ID,Gene Name,DesignElementAccession,NASCArrays:Tab2MAGE:E-NASC-75.20.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.17.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.32.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.38.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.13.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.35.Hybridization
AT1G03710,,264830_at,4.628251054,4.292311537,4.157667333,4.533565811,4.261938905,4.374458013
AT1G03720,,264825_at,5.153579701,5.206627677,5.350496369,5.240014514,5.267366879,5.020134328
AT1G03730,,264834_at,7.708038329,7.594365726,8.228094223,8.388781095,7.459929456,8.38979189
AT1G03740,,264841_at,6.846982999,6.90426675,6.629470979,6.646277513,6.663878815,6.820959245
AT1G03750,SWI2,265088_at,4.371623317,4.396390166,4.500080132,4.252549604,4.544307656,4.2730118
AT1G03760,,265087_at,7.129740882,7.249362634,5.69582845,5.949441174,7.146696559,5.900476824
AT1G03770,RING1B,265086_at,4.63796895,4.572042183,4.421421336,4.621104406,4.508003362,4.537140048
AT1G03780,TPX2,265085_at,7.653965165,7.686385368,7.145493132,6.908150545,7.592541342,7.028742341
AT1G03790,SOM,265084_at,4.369825141,4.502151334,4.381884372,4.049617019,4.318442292,4.209294842
AT1G03820,,265083_at,5.818560743,6.116540305,7.180513914,7.272686389,5.621608169,7.139434454
AT1G03830,,265082_at,5.822388964,5.641657229,5.333150843,5.501770343,5.585991233,5.55105148
AT1G03840,MGP,265081_at,4.55461768,4.498026956,4.400127827,4.142641038,4.491501627,4.049520221
AT1G03850,,265067_at,5.62970787,5.506154956,6.27202623,6.614405224,5.501104139,6.447864947
AT1G03860,PHB2,265037_at,9.040280544,9.076417966,10.3460795,10.33286158,8.832343873,10.41625051
AT1G03870,FLA9,265066_at,9.726899224,9.864695106,11.87848911,12.27308487,9.84303321,12.26225029
AT1G03880,CRB,265095_at,4.134256028,4.002143596,4.03828047,4.005858412,3.889045472,3.919926884
AT1G03890,CRD,265094_at,3.796612416,3.763124748,3.845427157,3.84343279,3.707454831,3.510108051
AT1G03900,ATNAP4,265043_at,8.399700374,8.27752475,9.134195525,9.118783081,8.350519187,9.172746039
AT1G03905,ABCI19,265093_at,5.415540803,5.591910139,4.95923549,4.861235008,5.874837133,5.03034673
AT1G03910,CTN,265092_at,9.635902562,9.629988654,9.344988479,9.268462464,9.488638834,9.066512092
AT1G03920,,265038_at,6.039313727,6.095352885,5.611909525,5.556865191,5.955992303,5.58110755
AT1G03950,VPS2.3,265044_at,6.9764543,7.059625128,7.594670337,7.621947394,6.875263328,7.470804646
AT1G03960,B''EPSILON,265090_at,4.979528859,4.319934385,4.775327765,4.612013459,4.70178715,4.78937089
AT1G03970,GBF4,265040_at,6.43433919,6.712800194,6.736827065,7.480077972,6.759420033,7.340949953
AT1G03980,ATPCS2,265065_at,4.447389092,4.552424694,4.431782787,4.165729926,4.178162902,4.288132043
AT1G03990,FAO1,265099_at,5.091978637,5.239766503,5.152835857,5.057906336,5.018643471,5.033588343
AT1G04000,,265039_at,8.047622602,8.121683817,8.127533948,7.958421692,7.990212206,7.955857619
AT1G04010,PSAT,265098_at,5.490274325,5.353844147,5.596669539,5.772245591,5.593510168,5.67075844
AT1G04020,ATBARD1,265097_at,9.398867082,9.317706433,8.223741189,8.240003421,9.268917148,8.044386362
AT1G04030,,265096_at,4.988125557,4.734644038,4.919035729,4.950628926,4.760113566,4.766862055
AT1G04040,,265042_at,9.694906324,9.605617726,10.22995649,10.27529634,9.806275343,10.53173358
AT1G04050,SUVR1,257404_at,5.177477316,4.969162995,5.095477656,5.140724128,4.891295395,5.11117557
AT1G04050,SUVR1,265089_at,4.273956756,3.975559123,3.959909537,3.79262061,4.070866631,3.977629892
AT1G04070,TOM9-1,265041_at,5.754862576,5.630407548,6.25287565,6.514363871,6.033148866,6.1349409
AT1G04080,PRP39,265036_at,9.616112304,9.530005839,9.356876833,9.210029302,9.325506906,9.318118323
AT1G04090,,264320_at,4.577393353,4.378367836,4.56416922,4.36156044,4.344052788,4.303677044
AT1G04100,IAA10,264328_at,6.359083764,6.35593192,5.872104881,5.699317493,6.556542196,5.611319203
AT1G04110,SBT1.2,264319_at,8.171253188,7.847248917,8.464031577,8.388512048,7.908191372,8.227880831
AT1G04120,ABCC5,264330_at,8.201476606,8.173319497,7.470319862,7.607598962,8.174162651,7.627999285
AT1G04130,TPR2,264331_at,6.225114485,6.323790335,5.279453893,5.440277399,6.717959062,5.664656895
AT1G04140,,264329_at,8.78428873,8.704395132,8.842280118,8.978269478,8.468090738,8.825290146
AT1G04150,,264325_at,4.290633151,4.429325911,4.463484626,4.290320564,4.197992017,3.986624322
AT1G04160,XI-B,264324_at,6.432618503,6.472218554,5.89317082,6.297858011,6.344019266,6.050965244
AT1G04170,EIF2 GAMMA,264327_at,10.52226105,10.14024505,10.25029975,10.29547831,10.13524428,10.31402806
AT1G04180,YUC9,264323_at,4.389627148,4.059928092,4.083707823,4.036055246,4.120564995,4.126410144
AT1G04190,TPR3,264322_at,9.05010455,9.081247328,8.290255424,8.439104985,9.123740832,8.386217053
AT1G04200,,264321_at,8.518936099,8.528785824,7.67487711,7.79392215,8.692838885,7.706076503
AT1G04220,KCS2,264318_at,5.347650237,5.521977703,5.372764342,5.360082799,5.291817822,5.361488175
AT1G04230,,264326_at,6.772354955,6.601765187,6.747139251,6.826747263,6.932259355,6.740221314
AT1G04240,SHY2,263656_at,8.081150562,7.964958666,8.828664195,8.823596656,8.383083672,8.951651291
AT1G04250,IAA17,263664_at,8.447162083,8.237600913,8.794106616,8.791261614,8.623119626,8.507818113
AT1G04260,PRA1D,263660_at,6.697933681,6.601837168,8.150937837,7.822785541,6.721567629,8.046343036
AT1G04270,RPS15A,263667_at,11.64371827,11.58273702,12.4551437,12.45494779,11.53802366,12.38932144
AT1G04290,,263661_at,7.043073844,7.364103265,7.831973824,7.587976435,7.33205816,7.781101343
AT1G04300,,263654_at,8.29447582,8.209946824,7.740349169,7.812867173,8.367838724,7.669252009
AT1G04310,ERS2,263653_at,4.858907827,4.793224727,5.051792423,5.03683505,4.791428644,4.977205107
AT1G04330,,263652_at,3.88924722,4.007192994,3.9444872,4.078021718,4.076507387,3.922425415
AT1G04340,,263651_at,8.090071157,7.843839903,8.531553309,8.455457538,7.906068186,8.468498099
AT1G04350,,263668_at,9.317851258,9.350511967,9.271620773,9.275200548,9.462329475,9.24937083
AT1G04360,ATL1,263650_at,5.284797547,5.411538827,5.667279907,5.571311096,5.41086471,5.697762194
AT1G04380,,263649_at,3.482998975,3.459638725,3.58006153,3.611388983,3.427573887,3.379619676
AT1G04390,,263648_at,6.410231248,6.388857617,5.928447276,5.727823257,6.157752533,5.973286325
AT1G04400,CRY2,263669_at,9.799886131,9.925821151,9.796476208,10.00674158,9.798550869,10.09126228
AT1G04410,MDH1,263663_at,12.92963568,12.91716678,12.84777107,12.94743702,12.79320493,12.92860167
AT1G04420,,263678_at,9.462847796,9.307239646,10.07403607,10.17355314,9.48529113,10.18272515
AT1G04430,,263662_at,10.92896752,10.99977648,10.85600357,11.16504998,11.17047524,11.17038919
AT1G04440,CKL13,263657_at,9.128425078,9.227280779,8.076726687,8.058543099,9.239273534,8.215025958
AT1G04470,,263659_at,3.667173332,3.93998881,3.913245089,3.645166156,4.011190043,3.601989867
AT1G04480,RPL23B,263665_at,10.83725033,10.74934466,11.43862466,11.78072406,10.82169595,11.42189417
AT1G04490,,263658_at,3.801135737,3.969281151,3.810652713,3.707509831,3.851111468,3.801714104
AT1G04500,,263655_at,3.870277111,3.735132025,3.84680523,3.886674856,3.935080472,3.79504497
AT1G04510,PRP19A,263666_at,8.254370783,8.186316405,8.70500265,8.756268599,8.122798244,8.69189729
AT1G04520,CRRSP3,263677_at,6.394467462,5.969953483,7.957757086,7.918132219,6.419438934,7.786408987
AT1G04530,TPR4,264609_at,9.14617533,9.130045792,9.211978821,9.117670975,9.321981617,9.038596473
AT1G04540,,264601_at,5.255471351,4.791786216,4.928396116,4.737624141,4.966337034,4.753118087
AT1G04550,IAA12,264605_at,6.920158386,6.907943368,7.687043804,7.468896603,7.486193324,7.432105232
AT1G04560,,264612_at,4.748575265,4.662306241,4.781532055,4.497148337,4.577702692,4.820532398
AT1G04590,,264615_at,8.065456397,8.088974263,8.947767899,8.974342216,8.065576348,8.783679921
AT1G04600,XI-A,264599_at,3.950869811,4.016912947,4.029554171,4.052887283,4.016731953,3.777822557
AT1G04610,YUC3,264598_at,5.295853699,5.268345858,5.167992667,5.138590892,5.235822027,5.07043725
AT1G04620,HCAR,264597_at,8.115527767,8.0032517,8.259680604,8.340719276,8.110669872,8.401245366
AT1G04625,,264596_at,3.530018369,3.641291401,3.644307701,3.547304459,3.578646296,3.508206627
AT1G04640,LIP2,264613_at,8.767293792,8.705971437,9.232001015,9.233915623,8.548638568,9.141396622
AT1G04645,SPH5,264610_at,3.726405282,4.024328371,3.620686251,3.645577471,3.67477442,3.641441224
AT1G04650,,264604_at,4.901175578,4.605837262,4.590168159,4.687562218,4.693783029,4.449737839
AT1G04660,,264606_at,7.030426451,6.765800746,7.124379644,7.103222257,6.842679409,6.892403282
AT1G04670,,264603_at,3.873136942,3.765156003,3.748339873,3.654459582,3.949651608,3.714880737
AT1G04680,,264611_at,9.263295057,9.187253922,10.24867846,10.39656623,9.065417862,10.39452565
AT1G04690,KAB1,264607_at,11.28657205,11.26247315,10.3529368,10.34423003,11.07143548,10.38427822
AT1G04700,,264602_at,4.507494114,4.601530722,4.108813782,4.199902834,4.511158832,3.925876467
AT1G04710,KAT1,264608_at,8.540535487,8.185448584,8.903141526,8.752572255,8.282844016,8.647683411
AT1G04730,CTF18,264600_at,6.417605833,6.604990955,5.996875134,6.057086598,6.624574193,6.159663775
AT1G04750,VAMP721,264595_at,10.38834726,10.56202139,9.73772212,9.756299252,10.83361237,10.08310577
AT1G04760,VAMP726,261178_at,5.629135628,5.389590355,5.598504436,5.541839826,5.55053289,5.288317182
AT1G04770,,261177_at,8.645919988,9.030492813,9.420223938,9.669199483,9.24975014,9.582082205
AT1G04780,,261176_at,7.367024159,7.494112952,7.037811749,7.17888093,7.253630241,7.132857226
AT1G04790,,261127_at,7.361745664,7.161133689,6.956534157,7.084333009,7.106941977,6.873794863
AT1G04800,,261175_at,8.434071967,8.67760864,10.27610927,10.24817074,8.367170872,10.24031566
AT1G04810,RPN2B,261174_at,8.854013416,8.657538094,8.704309733,8.522914124,8.630271664,8.608744525
AT1G04820,TUBA4,261129_at,10.02823127,10.16239274,11.45567196,11.38111921,9.967895467,11.38186754
AT1G04830,,261173_at,7.35793033,7.32519683,7.188981991,7.260031426,7.341873822,7.279035042
AT1G04840,PCMP-H64,261172_at,4.485761922,4.430319804,4.280648216,4.444240776,4.369253773,4.390567574
AT1G04850,,261153_at,8.783414127,8.761181144,9.130014561,9.162575681,8.835314051,9.172585944
AT1G04860,UBP2,261128_at,8.267032566,8.239678331,8.160188853,8.121761821,8.119873482,8.143493625
AT1G04870,PRMT10,261130_at,9.692280998,9.470836861,8.746537064,8.889294628,9.374140307,8.776079404
AT1G04880,HMGB15,261171_at,4.731991087,4.64386051,4.715006746,4.610508122,4.670909564,4.58103299
AT1G04900,,261124_at,6.854246788,6.608099291,6.259020578,6.34941684,6.825943831,6.292363147
AT1G04910,,261170_at,8.092795239,8.195843539,8.207671623,8.126653048,8.29885918,8.308706131
AT1G04920,SPS3,261169_at,5.5520711,5.371062225,4.832153008,4.884125832,5.527282036,4.78937089
AT1G04930,,261152_at,6.281675451,6.148700602,6.089502304,6.052956159,6.112017602,5.87809814
AT1G04945,,261168_at,6.159852616,6.201570176,6.736833481,6.919925281,6.077890564,6.639570192
AT1G04950,TAF6,261126_at,7.256860582,7.11252386,7.38325085,7.126860906,7.199595977,7.175338801
AT1G04960,,261155_at,7.699762657,7.501662828,7.755523143,7.723242621,7.692981034,7.600321224
AT1G04970,,261154_at,8.362401187,8.480257471,8.498853334,8.271761594,8.370759537,8.342175
AT1G04980,PDIL2-2,261167_at,7.240443849,7.567988,7.351494735,7.478037053,7.555002114,7.396863493
AT1G04985,,261179_at,7.981137614,7.955097152,8.707889135,8.759716956,8.042067173,8.791288866
AT1G04990,,261125_at,6.068782391,6.184569597,6.300638508,6.386764323,6.050298608,6.459513812
AT1G05000,,265214_at,5.543767939,5.552912454,5.548824629,5.60816277,5.22390542,5.77956494
AT1G05010,ACO4,265194_at,11.37727485,11.54987001,11.82313234,11.84689083,11.40869811,11.9118094
AT1G05020,AP180,265213_at,5.95574622,6.155148566,5.683460911,5.746506711,6.089848613,5.821070343
AT1G05030,,265212_at,8.26593346,8.278091716,7.323022947,7.516065709,8.222839397,7.52603914
AT1G05040,,265215_at,4.100179686,4.197235311,3.930917376,3.645418961,4.11335287,3.884889327
AT1G05055,GTF2H2,265218_at,8.315683157,8.064901878,7.588892004,7.726276855,7.966106392,7.736503608
AT1G05060,,265192_at,5.988557803,6.117983153,7.190061355,7.031504369,6.078753869,7.051053669
AT1G05070,,265193_at,6.961018408,7.087113042,7.866470268,7.918723319,6.806014869,7.731824336
AT1G05100,MAPKKK18,265216_at,4.864776463,4.515663669,5.041606714,4.600214631,4.67392491,4.547302541
AT1G05120,,265191_at,6.302868756,6.153894806,6.378959537,6.409667877,6.166166349,6.505291577
AT1G05140,ARASP2,264584_at,9.841106461,9.81009377,9.901796173,9.92566116,10.11136844,9.88742763
AT1G05150,,264568_at,9.94662279,10.02059256,8.814438378,8.856560421,10.06936554,8.643618445
AT1G05160,KAO1,264586_at,6.901265162,7.049843478,6.232335286,5.995308372,6.844388566,6.145758744
AT1G05170,B3GALT2,264583_at,6.999094689,6.588847676,6.579174589,6.330410984,6.897969659,6.38350678
AT1G05180,AXR1,264585_at,9.281652679,9.255950425,8.73097526,8.874854396,9.126051404,8.815758538
AT1G05190,RPL6,264575_at,10.64024442,10.65633945,11.79756937,11.84039541,11.06039025,11.81140247
AT1G05200,GLR3.4,264587_at,7.58467166,7.535238161,7.351336269,7.371724227,7.330956144,7.189848841
AT1G05205,,264579_at,7.858714451,7.978877867,8.788161091,8.863548394,7.785722718,8.691987768
AT1G05210,,264581_at,7.891816429,8.178154701,7.823754093,7.660823525,8.137643938,7.805062291
AT1G05230,HDG2,264582_at,8.644643685,8.426414644,7.514624241,7.348880599,8.454699782,7.398455672
AT1G05260,PER3,264577_at,4.559623954,4.720403518,4.764054147,4.609233118,4.716159829,4.765284453
AT1G05270,,264566_at,5.03183803,5.153281318,6.19669018,6.688915538,5.523146058,6.259269996
AT1G05280,,264565_at,3.840545447,3.796747134,3.831235803,3.703390595,3.790177506,3.664961833
AT1G05290,,264564_at,3.674945348,3.727969235,3.778549631,3.624732176,3.604217452,3.531587353
AT1G05300,ZIP5,264574_at,6.15383799,6.188892613,5.394445179,5.571038932,5.72128929,5.439174151
AT1G05310,PME8,264573_at,6.284419706,6.125060862,5.89774598,5.80728451,6.267784877,5.772571086
AT1G05320,,264572_at,8.240318481,8.03972954,7.280574929,7.273041084,7.978914877,7.02754849
AT1G05330,,264571_at,4.112756025,4.034440115,4.153111222,3.972664329,4.001060658,3.921963865
AT1G05340,,264580_at,3.707966123,4.19454682,4.324692262,4.355125369,4.103666522,4.519941966
AT1G05350,,264570_at,8.777026155,8.903906732,8.115532892,8.276141694,8.754080039,8.162013602
AT1G05360,KMS2,264576_at,8.755629708,8.702387734,7.557698781,7.577761709,8.846297534,7.279323504
AT1G05370,,264578_at,6.303329847,6.105453953,5.462077411,5.394665554,6.355314446,5.547511523
AT1G05380,,261383_at,8.666770772,8.600720536,7.492112614,7.579100071,8.46445269,7.47462509
AT1G05385,PSB27-2,261388_at,7.659584068,7.530573223,8.33720443,8.581489251,7.407461141,8.245942805
AT1G05400,,261380_at,5.11407862,5.201358082,5.145933197,5.327006848,4.963645325,5.17565066
AT1G05410,,261387_at,6.088954144,6.678240846,6.910333504,7.276475088,6.651323596,7.194247462
AT1G05430,,261386_at,8.054502155,7.841381463,8.070215812,7.922628705,7.922975628,8.037552628
AT1G05440,,261384_at,5.149356039,5.245535349,5.181221187,5.323113088,5.265024497,5.047682435
AT1G05450,,261385_at,4.065114604,3.826582753,3.947440305,3.960623121,3.907044678,3.918122118
AT1G05460,SDE3,261381_at,6.093375228,6.237246909,5.923464671,5.719216092,6.183434688,5.769758552
AT1G05470,IP5P6,261382_at,4.946737561,4.6237725,5.143690934,5.324538888,4.438980305,5.149869202
AT1G05490,CLSY3,263203_at,3.8550201,3.978739482,3.840674969,3.871279857,3.954739753,3.913318884
AT1G05490,CLSY3,263204_at,3.798116513,3.646160589,3.491211638,3.467215614,3.727446569,3.701531132
AT1G05500,SYT5,263205_at,8.591699505,8.626925992,8.160052333,8.148408317,8.566015463,8.233014086
AT1G05510,OBAP1A,263175_at,5.342460147,4.839373898,4.770138098,4.804360297,5.208445903,4.656545611
AT1G05520,,263185_at,8.013729734,8.12424813,8.115427445,8.220987672,7.992624534,8.218706764
AT1G05530,UGT75B2,263176_at,3.895695067,3.791754335,3.828059443,3.886226224,4.080870162,3.84015214
AT1G05540,,263177_at,7.645978617,7.135716361,7.583116035,7.216081822,7.068359324,7.276546653
AT1G05550,,263178_at,4.3515454,4.117088512,4.024244929,3.943567145,4.097471368,3.968380393
AT1G05560,UGT1,263184_at,8.081765911,7.961940484,7.856445525,7.680058284,8.027021718,7.390704792
AT1G05570,CALS1,263183_at,8.163465628,8.065776721,7.792372182,7.608492758,8.221400611,7.761792496
AT1G05575,,263182_at,4.624827543,4.693108575,5.160532239,5.932198837,4.703456919,6.406263454
AT1G05577,,263233_at,4.166593064,4.105430243,4.27754566,4.358591093,3.950402803,4.031012193
AT1G05590,HEXO2,263199_at,7.733031657,7.684736285,6.701588639,6.696993483,7.732402345,6.649245497
AT1G05600,,263200_at,8.382140862,8.413559945,7.396644918,7.435635183,8.496073363,7.299705334
AT1G05610,APS2,263201_at,4.461810977,4.4285863,4.391998834,4.276040045,4.313282059,4.203964168
AT1G05620,URH2,263180_at,9.191894914,9.220027925,7.969880003,7.963536207,9.119470621,8.17942828
AT1G05630,AT5PTASE13,263202_at,7.142586982,7.46557165,6.970891825,7.158250114,7.565438524,7.175447015
AT1G05670,,263230_at,4.205943733,4.00110402,4.055327095,4.136327618,4.102018332,4.089253919
AT1G05680,UGT74E2,263231_at,4.540958237,4.144052313,4.390919059,4.511528539,4.193123733,4.091603487
AT1G05690,BT3,257451_at,5.537021557,5.419446812,5.4418804,5.251980538,5.554245242,5.096114192
AT1G05700,,263232_at,4.157159155,4.232754982,4.126058524,4.369326393,4.136484024,4.161222098
AT1G05710,,263179_at,7.274231979,7.314145407,7.161744639,7.256254984,7.303037661,7.300828383
AT1G05720,,263181_at,8.489897938,8.442817675,8.380695186,8.542934061,8.532351972,8.827690039
AT1G05740,,257452_at,4.37945188,4.278694273,4.044801493,3.996218164,4.332209402,3.97892736
AT1G05750,PDE247,261310_at,5.017874313,5.263148412,5.22999348,5.353390594,5.037098843,5.265732772
AT1G05760,RTM1,261256_at,5.598268938,5.831393824,6.4129019,6.667375287,5.704337943,6.692758473
AT1G05770,JAL2,261311_at,5.016546794,4.892389707,4.860764896,4.665393027,5.036930806,5.053902501
AT1G05790,,261312_at,7.496472689,7.547182599,7.445217017,7.506822547,7.358292976,7.502587277
AT1G05800,DGL,261278_at,4.353902023,4.453456677,4.382138197,4.292005564,4.483812618,4.584889097
AT1G05805,BHLH128,261254_at,7.862925812,8.226663648,7.692545941,7.921436857,8.31972342,7.923534629
AT1G05810,ARA,261252_at,5.710778204,5.843452175,6.474829243,6.691289651,6.019764337,6.533092719
AT1G05840,,261253_at,6.899581041,6.671893926,7.135722178,6.982092278,6.999192874,7.093235691
AT1G05850,CTL1,261279_at,10.76932236,10.84831044,11.76905428,11.90683153,10.65879118,11.83625234
AT1G05860,,261280_at,4.670909564,5.021597348,5.646113608,5.554938687,4.900500653,5.574495851
AT1G05880,ARI12,261249_at,4.202530344,4.335809543,4.131650209,4.11599353,4.197941995,4.12514865
AT1G05890,ARI5,261250_at,6.187350703,6.363906211,6.598626198,6.686731835,6.362921169,6.798460418
AT1G05900,NTH2,261255_at,6.725474192,6.707812697,6.568811504,6.510441005,6.793430767,6.430407336
AT1G05910,,261257_at,7.534951514,7.579345916,7.242085749,7.379748054,7.577572894,7.38094807
AT1G05920,,261251_at,4.719505902,4.651629246,4.618527616,4.544871594,4.263862314,4.410149596
AT1G05940,CAT9,260927_at,9.188867243,9.088183438,9.297304599,9.067967474,9.060074425,9.273032477
AT1G05950,,260945_at,5.439646148,5.404518047,5.649562033,5.367244579,5.634122177,5.11062871
AT1G05960,,260961_at,7.508804245,7.672012505,7.414144154,7.373332243,7.734713329,7.42571401
AT1G05990,CML7,260960_at,3.558379639,3.737853819,3.756448426,3.517435848,3.68646955,3.559685094
AT1G06000,UGT89C1,260955_at,8.555493097,8.304420576,10.34292924,9.76069626,8.313536439,9.828664819
AT1G06010,,260946_at,6.55431042,6.6422737,8.083868056,7.852331517,6.277907867,8.024299197
AT1G06020,,260947_at,4.408211984,4.344819482,4.279217341,4.261067545,4.339924453,4.145875074
AT1G06040,BBX24,260956_at,9.237546756,9.141930719,10.65505826,10.49057715,9.141434618,10.33177454
AT1G06050,,260959_at,7.39341114,7.161321109,6.557513478,6.519494782,7.436480994,6.771822384
AT1G06060,,260958_at,5.783119502,5.998755676,7.214821955,7.321612483,6.046561302,7.172617604
AT1G06070,,260953_at,7.207989137,7.300789352,7.119808291,7.011948403,7.453445058,6.982236921
AT1G06080,ADS1,260957_at,7.480843394,7.217470751,7.154306408,7.247842114,7.375566644,6.918870712
AT1G06100,,260948_at,6.409597562,6.186289061,8.079018626,7.941694893,6.510562145,7.700927873
AT1G06110,SKIP16,260949_at,8.283063622,8.226484512,8.259067838,7.945287219,8.047729014,7.987852704
AT1G06130,GLX2-4,260954_at,7.094262024,6.924711348,7.415219799,7.299902286,6.912264113,7.328155565
AT1G06140,PCMP-E61,260952_at,5.334826533,5.219622667,4.967371213,5.013321933,5.293947767,4.778497797
AT1G06150,EMB1444,260951_at,5.130151953,5.139014712,4.773046535,4.831473636,4.910829827,4.990063408
AT1G06160,ERF094,260783_at,5.590881344,5.68999922,4.798218975,4.980759915,5.641923535,4.912804393
AT1G06170,BHLH89,257491_at,3.764457709,4.143663952,3.848305121,3.996268949,4.055073127,3.792793284
AT1G06180,ATMYB13,260784_at,5.153010168,5.03990481,6.306157668,6.264932342,5.230777444,5.885627628
AT1G06190,,260793_at,9.019628842,8.986461881,9.581211566,9.696649295,9.067921301,9.460664088
AT1G06200,,260785_at,8.642027283,8.656066083,9.42207107,9.55800596,8.460173726,9.445035079
AT1G06210,TOL2,260794_at,7.153715875,6.900390314,7.715825127,7.629479992,7.137106767,7.658662526
AT1G06225,CLE3,260795_at,3.453721106,3.330992191,3.625721273,3.311997633,3.280590526,3.422400311
AT1G06230,GTE4,260787_at,7.360373719,7.395298606,7.88831719,7.840855095,7.254395813,7.763769237
AT1G06240,,260790_at,6.502999782,6.361256413,7.203359369,7.24680444,6.342024175,6.989368011
AT1G06250,,260791_at,4.399751833,4.228279695,3.996198924,3.848171075,4.086500106,3.666707115
AT1G06260,,260788_at,4.410728135,4.476104711,4.381984197,4.3697781,4.102817868,4.146016186
AT1G06270,,260792_at,6.43537944,6.363518868,6.125358702,5.96008,5.891294644,6.074385048
AT1G06310,ACX3.2,259419_at,3.901635142,3.961267498,4.040666124,3.939625881,3.966025303,3.804110217
AT1G06320,,259389_at,4.292234175,3.947164791,4.243980513,4.129057861,4.036051735,4.26720215
AT1G06340,,259390_at,4.466392837,4.373234042,4.47721172,4.467424176,4.584952254,4.453705287
AT1G06380,,259392_at,7.872689708,7.982959774,7.874483927,7.942919544,8.15698006,8.0974523
AT1G06390,ASK9,259396_at,8.534144547,8.476074529,8.77131139,8.544329825,8.493079602,8.780694557
AT1G06400,RABA1A,259395_at,8.251345838,8.084041323,8.46576305,8.661952315,8.412234583,8.749204522
AT1G06410,TPS7,259393_at,10.04964725,10.27662142,9.256335202,9.334957008,10.07371036,9.157770522
AT1G06420,,259394_at,5.195454943,5.267109449,4.964363162,5.045216037,5.689792675,5.11751437
AT1G06430,FTSH8,262626_at,8.677287681,8.581272438,9.614349994,9.389824017,8.878265887,9.377569405
AT1G06440,,262625_at,4.886868602,4.704183119,4.454691002,4.558689244,4.885610439,4.34638911
AT1G06450,CAF1-1,262624_at,6.806792961,6.756393786,6.737530021,6.606403108,6.91488594,6.681677093
AT1G06460,ACD32.1,262629_at,9.348362526,9.721529743,10.02281221,10.05460249,9.528167468,10.2165977
AT1G06470,,262623_at,7.988509017,8.174834664,7.908874829,7.940814894,8.175668291,7.994249735
AT1G06490,CALS7,262628_at,5.591414434,5.622896994,4.965021054,5.026670845,5.419049218,5.216637335
AT1G06500,,262631_at,6.837854469,6.716903243,6.839047187,6.421491516,6.956924103,6.885576214
AT1G06510,,262622_at,7.777884134,7.645426441,7.383028155,7.494626432,7.879154432,7.504326672
AT1G06520,GPAT1,262630_at,4.721660193,5.036075632,4.631810153,4.598151141,4.699999705,4.852211454
