#development stage,vegetative stage,,,,,,,
#age,21 (day),,,,,,,
#genotype,Col-0,,,,,,,
#organism part,whole organism,,,,,,,
#compound,,,t-zeatin,t-zeatin,none,none,t-zeatin,none
Gene ID,Gene Name,DesignElementAccession,NO.20-2,NO.19-2,NO.11,NO.10,NO.21-2,NO.12
AT1G03970,GBF4,265040_at,6.883002858,6.863972916,7.842081188,7.787636603,7.101428833,7.884729131
AT1G03980,ATPCS2,265065_at,5.342784202,5.31604313,5.434979922,5.328806579,5.163354052,5.290586882
AT1G03990,FAO1,265099_at,6.274012184,6.303225371,6.241199092,6.37851218,6.339873545,6.367500974
AT1G04000,,265039_at,8.087407176,8.001457223,7.510515479,7.529376303,7.999316545,7.46257101
AT1G04010,PSAT,265098_at,5.812133168,5.647947777,5.794191086,5.939948095,5.846581707,5.842284768
AT1G04020,ATBARD1,265097_at,6.841165538,7.069699927,6.648620229,6.6494507,6.902160587,6.626018227
AT1G04030,,265096_at,4.973444287,4.766112599,5.249761604,5.329834545,5.02949356,5.168904545
AT1G04040,,265042_at,11.23821836,11.27161147,11.21898518,11.26665471,11.25975242,11.13943056
AT1G04050,SUVR1,257404_at,4.859037681,4.93125652,4.715885862,4.757954764,4.840158504,4.691407732
AT1G04050,SUVR1,265089_at,5.241882149,5.024700562,5.078630221,5.113646543,5.037046131,4.89055303
AT1G04070,TOM9-1,265041_at,6.792039067,6.454635794,6.050177361,6.113687113,6.564807335,6.132518421
AT1G04080,PRP39,265036_at,9.104227216,9.157415628,8.676920416,8.871707027,9.229802529,8.809853195
AT1G04090,,264320_at,4.993706502,5.15335196,5.284791303,5.007031774,4.946270577,4.993632919
AT1G04100,IAA10,264328_at,7.561967096,7.547790103,7.79552036,7.725049714,7.583580402,7.841912299
AT1G04110,SBT1.2,264319_at,5.278673212,5.134712657,5.475522915,5.425367115,5.37459977,5.287112642
AT1G04120,ABCC5,264330_at,7.485552104,7.160926994,7.154301128,7.054405268,7.560768713,7.028928112
AT1G04130,TPR2,264331_at,6.994163522,6.870440382,6.577463461,6.308249579,6.819253057,6.604724894
AT1G04140,,264329_at,9.28538253,9.230280266,8.935743749,9.00469621,9.291600824,8.913841629
AT1G04150,,264325_at,5.26765596,5.187797504,5.242106651,5.29003711,4.961897634,5.196151406
AT1G04160,XI-B,264324_at,4.910133114,5.031657595,4.89103146,5.014950104,5.174042348,4.908510507
AT1G04170,EIF2 GAMMA,264327_at,11.00624854,11.08441829,10.18277712,10.25958737,10.98607707,10.18972983
AT1G04180,YUC9,264323_at,4.318422762,4.503141578,4.704273877,4.704099918,4.335244354,4.739328381
AT1G04190,TPR3,264322_at,9.227827131,9.044259523,8.342060653,8.285291695,9.096176217,8.385330691
AT1G04200,,264321_at,7.481004627,7.497407979,7.7599766,7.69952763,7.753917317,7.772988493
AT1G04220,KCS2,264318_at,6.539837697,6.457341517,6.35438219,6.078106665,6.396503156,6.143070449
AT1G04230,,264326_at,7.512831782,7.448033028,7.662686171,7.719531025,7.536041907,7.806852562
AT1G04240,SHY2,263656_at,9.001635366,9.02298944,8.811802815,8.819481733,8.949405465,8.903559223
AT1G04250,IAA17,263664_at,10.0505863,9.969189618,9.316564608,9.160149963,9.913936546,9.375907159
AT1G04260,PRA1D,263660_at,8.66922783,8.592331782,8.437681991,8.612975199,8.763436676,8.601708667
AT1G04270,RPS15A,263667_at,12.61256275,12.59230317,12.25635276,12.2554404,12.57519303,12.24131516
AT1G04290,,263661_at,8.066319582,8.045543577,8.168136903,8.224390903,7.914662584,8.302030874
AT1G04300,,263654_at,8.124047312,8.164466876,8.436227089,8.624825261,8.32496483,8.27291931
AT1G04310,ERS2,263653_at,6.242337625,6.261213994,6.749641937,6.857548203,6.315040864,6.954765838
AT1G04330,,263652_at,4.418809462,4.306745118,4.408015775,4.356464297,4.247927076,4.509359849
AT1G04340,,263651_at,9.206808255,9.276491967,8.855311452,8.754696166,9.231251517,8.823939945
AT1G04350,,263668_at,8.497465985,8.647481304,9.130146762,9.084220613,8.490984215,9.256953416
AT1G04360,ATL1,263650_at,6.603568876,6.475894569,6.157722072,5.803088631,6.254194051,6.118448386
AT1G04380,,263649_at,4.043505331,4.163552402,4.254270431,4.381130896,4.130802151,4.175415906
AT1G04390,,263648_at,6.878920242,6.73754242,6.745901148,6.843582101,6.967397164,6.779753982
AT1G04400,CRY2,263669_at,10.55478447,10.74051266,10.94009575,10.85991526,10.62972802,10.9204675
AT1G04410,MDH1,263663_at,12.7698754,12.68880185,12.83595272,12.73434106,12.72680368,12.74229911
AT1G04420,,263678_at,9.193615515,9.276608691,9.645533013,9.468094847,9.119426303,9.53430254
AT1G04430,,263662_at,11.33154654,11.35725851,11.19167538,11.1075058,11.34978436,11.06858395
AT1G04440,CKL13,263657_at,7.937448666,7.848958485,8.109309696,8.180305336,7.924219928,8.185832165
AT1G04470,,263659_at,3.966988515,3.847720042,3.92280125,3.826715717,3.930285674,3.789896796
AT1G04480,RPL23B,263665_at,12.13467458,12.21290316,11.65860818,11.60285838,12.09952308,11.68905217
AT1G04490,,263658_at,4.231435272,4.307815551,4.3742562,4.204078361,4.332763989,4.421940282
AT1G04500,,263655_at,4.483303211,4.37157672,4.545927697,4.487767998,4.359542189,4.492555011
AT1G04510,PRP19A,263666_at,9.452974434,9.397137406,8.803674412,8.798957175,9.278608211,8.821946856
AT1G04520,CRRSP3,263677_at,8.053305071,8.105994868,6.742438367,6.72114112,8.026205623,6.83708878
AT1G04530,TPR4,264609_at,9.332538491,9.270709843,8.985023119,8.950244278,9.307724286,9.070597971
AT1G04540,,264601_at,5.719194617,5.573122488,5.582914477,5.734051097,5.530879711,5.497565676
AT1G04550,IAA12,264605_at,7.54953808,7.614435267,7.105639136,6.880200523,7.692614277,7.2320257
AT1G04560,,264612_at,5.764602628,5.997060367,5.941641118,6.062841858,6.125158702,5.983496846
AT1G04590,,264615_at,9.270635977,9.230328232,7.951293205,7.984993938,9.303098989,8.123875092
AT1G04600,XI-A,264599_at,4.198071017,4.251275486,4.216990615,4.153404731,4.122870852,4.069433693
AT1G04610,YUC3,264598_at,6.381316064,6.460357766,6.506908979,6.518064968,6.666209286,6.394207437
AT1G04620,HCAR,264597_at,7.773897877,7.862391391,8.240656575,8.177659027,7.777089713,8.275836829
AT1G04625,,264596_at,4.030300209,4.037557132,4.129312616,4.204186198,4.132824852,4.046196515
AT1G04640,LIP2,264613_at,9.200586032,9.107698035,9.811835021,9.743220601,9.130966602,9.799472131
AT1G04645,SPH5,264610_at,4.431528315,4.376164061,4.399646054,4.402862859,4.365419168,4.510410482
AT1G04650,,264604_at,4.778149413,4.790012757,4.690368018,4.879118521,4.737265388,5.00752027
AT1G04660,,264606_at,6.819535173,6.702089317,6.606906711,6.626306979,6.52259418,6.62560348
AT1G04670,,264603_at,4.095451313,4.17404005,4.298732301,4.34238516,4.224790581,4.188002476
AT1G04680,,264611_at,10.77921664,10.72557624,10.12985339,10.20109416,10.72091387,10.18194556
AT1G04690,KAB1,264607_at,11.01626892,10.96368768,10.62868733,10.6402657,10.89157705,10.64381396
AT1G04700,,264602_at,4.649228575,4.713747808,4.609762857,4.665107592,4.586675008,4.483945147
AT1G04710,KAT1,264608_at,7.721934057,7.725156063,7.69832025,7.685698847,7.742253159,7.94792806
AT1G04730,CTF18,264600_at,5.732105441,5.765445103,5.684262441,5.608301796,6.009711893,5.715894429
AT1G04750,VAMP721,264595_at,10.58673793,10.53091524,10.384406,10.34976277,10.53987624,10.30635332
AT1G04760,VAMP726,261178_at,5.277665059,5.33093001,5.738896554,5.708058612,5.507320276,5.578563394
AT1G04770,,261177_at,8.45992528,8.330168741,8.827669992,8.871395826,8.389967983,9.031999323
AT1G04780,,261176_at,8.054873556,8.015274651,8.356906455,8.605522842,8.152589825,8.388758794
AT1G04790,,261127_at,7.137669045,7.107379418,7.075035052,7.19389621,7.072409342,7.305064123
AT1G04800,,261175_at,9.393119538,9.236021886,9.140487019,8.997009752,9.176384144,9.130519582
AT1G04810,RPN2B,261174_at,8.69039423,8.707012898,8.478600398,8.581668942,8.805646562,8.60637891
AT1G04820,TUBA4,261129_at,11.43264412,11.41985479,10.59158171,10.8032744,11.32875576,10.74832737
AT1G04830,,261173_at,7.70964436,7.681341093,7.869933922,7.969671813,7.674574281,8.118753546
AT1G04840,PCMP-H64,261172_at,4.586522088,4.608793633,4.631471502,4.474468216,4.622713317,4.542174248
AT1G04850,,261153_at,9.345888236,9.299471387,9.16167733,9.170110289,9.339833297,9.314236881
AT1G04860,UBP2,261128_at,8.289795456,8.353234995,8.221787638,8.173994699,8.512156942,8.177963238
AT1G04870,PRMT10,261130_at,9.755444007,9.701548856,8.382983055,8.392961344,9.708816047,8.539050686
AT1G04880,HMGB15,261171_at,5.359587281,5.090171269,5.170194623,5.282838006,5.330945457,5.041550573
AT1G04900,,261124_at,7.685697008,7.744113422,6.973897479,6.950406948,7.736571943,6.91552451
AT1G04910,,261170_at,8.745174568,8.845591515,8.744999905,8.734080615,8.853763273,8.651553657
AT1G04920,SPS3,261169_at,5.952641916,6.107704708,5.967234021,6.202820819,5.927983864,5.861882545
AT1G04930,,261152_at,6.883601089,6.83307711,6.427653561,6.514430727,6.82999359,6.298696393
AT1G04945,,261168_at,8.145361674,8.155955366,6.186472975,6.346021854,8.209131058,6.490623279
AT1G04950,TAF6,261126_at,7.552156664,7.681351532,7.760776081,7.838708038,7.686264841,7.834994491
AT1G04960,,261155_at,8.6026578,8.49453569,8.769730699,8.736058625,8.678818722,8.85151294
AT1G04970,,261154_at,8.676416566,8.714896439,8.969644623,8.973601199,8.742689088,8.921232443
AT1G04980,PDIL2-2,261167_at,7.889940292,8.116711136,7.108464985,7.321428502,7.939440974,7.37305507
AT1G04985,,261179_at,9.280049071,9.314499638,9.166853058,9.156002352,9.192400582,9.287990864
AT1G04990,,261125_at,7.455635202,7.529825331,7.534929444,7.671030955,7.318994726,7.651523963
AT1G05000,,265214_at,7.786909269,7.636097899,8.576591171,8.534334617,7.529420284,8.653561021
AT1G05010,ACO4,265194_at,12.70349985,12.75563343,12.73065866,12.69519417,12.62336673,12.77235887
AT1G05020,AP180,265213_at,5.852819272,5.929455704,6.571839585,6.453969788,5.988118255,6.50474397
AT1G05030,,265212_at,8.246717224,8.237869535,8.447974981,8.390362188,8.149322825,8.300809323
AT1G05040,,265215_at,4.74905102,4.892409855,4.967311551,4.692268038,4.710016449,4.767125397
AT1G05055,GTF2H2,265218_at,8.363628553,8.352410349,7.958935849,7.820423475,8.238243436,7.838264079
AT1G05060,,265192_at,8.294326576,8.354561644,8.351542613,8.393153539,8.194408224,8.416594864
AT1G05070,,265193_at,8.804748923,8.639000774,8.518144413,8.329628382,8.607579523,8.543240637
AT1G05100,MAPKKK18,265216_at,5.253846857,5.132738071,5.100240839,5.057875462,4.988613973,5.185830435
AT1G05120,,265191_at,7.462841809,7.456553351,7.190738832,6.997289857,7.311692371,7.129657067
AT1G05140,ARASP2,264584_at,9.353747486,9.351210721,8.828080163,8.963511961,9.363290873,8.93065247
AT1G05150,,264568_at,8.198953342,8.233582339,8.178346415,8.230652848,8.270742075,8.170198217
AT1G05160,KAO1,264586_at,6.984517144,7.005099831,6.980250733,7.068103835,7.064566425,6.873728138
AT1G05170,B3GALT2,264583_at,6.984380385,7.007744974,6.631063551,6.734344985,7.018446542,6.880349902
AT1G05180,AXR1,264585_at,9.193475405,9.22897385,8.977928821,8.95991544,9.214707519,9.041812807
AT1G05190,RPL6,264575_at,11.59603642,11.47458878,11.80234851,11.75795463,11.57191548,11.80348604
AT1G05200,GLR3.4,264587_at,7.631688693,7.703443702,7.152285318,7.125862269,7.710895464,7.075422466
AT1G05205,,264579_at,9.132062241,9.087818457,8.797558179,8.818003773,9.076426243,8.917623669
AT1G05210,,264581_at,8.452500981,8.413286717,8.118029054,8.124968137,8.439446626,8.19145895
AT1G05230,HDG2,264582_at,7.61070246,7.695553283,7.812018751,7.874550303,7.853158158,7.759783757
AT1G05260,PER3,264577_at,8.445017825,8.495343656,8.507264341,8.555191932,8.336129992,8.769197399
AT1G05270,,264566_at,7.272510269,7.292542423,7.391091379,7.421846707,7.263957971,7.484408495
AT1G05280,,264565_at,4.48625659,4.315504937,4.649244649,4.681302075,4.587307104,4.646932711
AT1G05290,,264564_at,4.322134676,4.216490911,4.215107844,4.286544795,4.289256866,4.249507752
AT1G05300,ZIP5,264574_at,6.007979588,6.379975465,6.15789753,6.434467787,6.137032837,6.365962952
AT1G05310,PME8,264573_at,5.521690145,5.40457461,5.896269906,6.016092961,5.309729345,6.165911714
AT1G05320,,264572_at,7.569429517,7.629136153,7.736445818,7.732747169,7.511050044,7.79055475
AT1G05330,,264571_at,5.284294609,5.178161912,5.335407442,5.233701058,5.302158227,5.348154169
AT1G05340,,264580_at,6.461146766,6.671763512,7.081468406,6.988363653,6.679736822,7.201196646
AT1G05350,,264570_at,8.602655684,8.614179195,8.333744243,8.329244465,8.581884279,8.42547927
AT1G05360,KMS2,264576_at,7.794791024,7.877474265,7.804366904,7.889138097,7.829852384,7.785982407
AT1G05370,,264578_at,6.043356529,6.164949628,6.116201711,6.212294763,6.08087922,6.068344141
AT1G05380,,261383_at,7.98249986,8.192690035,7.859715416,7.999649515,8.305177747,7.684041202
AT1G05385,PSB27-2,261388_at,8.276844758,8.269710299,8.619902929,8.51530485,8.305072908,8.652617851
AT1G05400,,261380_at,6.032947126,5.99451402,6.061076663,6.107454494,6.058444718,6.041190525
AT1G05410,,261387_at,7.331077239,7.285815211,6.427533561,6.09160939,7.314821692,6.641230882
AT1G05430,,261386_at,8.860336371,8.944269453,8.671804395,8.73266152,8.970536947,8.862070389
AT1G05440,,261384_at,4.775881364,4.887066365,4.790159882,4.988036683,4.838340461,4.955508892
AT1G05450,,261385_at,5.266315921,5.184336434,5.394807813,5.382772218,5.370331122,5.307288447
AT1G05460,SDE3,261381_at,5.181903245,4.838986885,4.791540735,4.942957496,5.148077697,4.928060665
AT1G05470,IP5P6,261382_at,5.720255258,5.864863217,5.332782303,5.444465824,5.737041091,5.186237196
AT1G05490,CLSY3,263203_at,4.773600523,4.459865412,4.759631174,4.670326718,4.507741611,4.792455187
AT1G05490,CLSY3,263204_at,4.239406986,4.267138727,4.345454477,4.20232082,4.256034574,4.261152648
AT1G05500,SYT5,263205_at,7.636548908,7.677165399,7.372791816,7.229684222,7.618327343,7.412716832
AT1G05510,OBAP1A,263175_at,5.803048751,5.949696884,6.063508918,6.138884485,5.989846002,5.846376246
AT1G05520,,263185_at,8.662183362,8.660523759,8.081276021,8.324225961,8.721032217,8.184755038
AT1G05530,UGT75B2,263176_at,4.311221085,4.061336736,4.166818688,4.16828716,4.103566291,4.228624971
AT1G05540,,263177_at,7.590566121,7.531213892,7.850319147,7.864189913,7.645387714,7.58699418
AT1G05550,,263178_at,5.301416041,5.371026318,5.430625931,5.372290355,5.304292732,5.29727353
AT1G05560,UGT1,263184_at,7.359325921,7.306825057,6.239194441,6.222484681,7.353836026,6.272180812
AT1G05570,CALS1,263183_at,8.442925502,8.449086266,8.82620068,9.005711548,8.60623025,8.729759581
AT1G05575,,263182_at,7.246744139,7.183617052,8.469150842,8.528987816,7.186037983,8.521709744
AT1G05577,,263233_at,4.786084722,4.690023285,4.835692113,4.822583389,4.776107976,4.65342906
AT1G05590,HEXO2,263199_at,5.731989515,5.765837685,5.408102227,5.364752551,5.916164196,5.422703341
AT1G05600,,263200_at,7.140619861,7.25903898,7.056684857,6.901385505,7.199035896,6.96860706
AT1G05610,APS2,263201_at,4.929114914,5.134004897,5.02442276,4.954943899,5.131729889,4.869022638
AT1G05620,URH2,263180_at,8.591832638,8.484593597,8.482035725,8.56985121,8.353498367,8.617211792
AT1G05630,AT5PTASE13,263202_at,5.331914774,5.264164442,6.686237268,6.883547908,5.290879369,6.663804551
AT1G05670,,263230_at,4.502201797,4.633163537,4.433664095,4.370704739,4.476592842,4.280600807
AT1G05680,UGT74E2,263231_at,5.501821874,5.441039721,5.130287761,5.034306248,5.326490308,5.112545336
AT1G05690,BT3,257451_at,6.59817717,6.624769141,7.093330612,7.117476981,6.588925031,7.130346101
AT1G05700,,263232_at,4.400488363,4.513180068,4.75654564,4.942825357,4.610277251,4.778193251
AT1G05710,,263179_at,7.840350335,7.685039522,8.02363787,8.060473382,7.87214742,8.033880833
AT1G05720,,263181_at,9.608023235,9.540803099,9.266152939,9.219939739,9.462612078,9.408698131
AT1G05740,,257452_at,4.556993257,4.581793227,4.549784883,4.660716093,4.457033074,4.591133627
AT1G05750,PDE247,261310_at,6.16397788,6.167535937,6.208201273,6.192163085,6.334972157,6.18432405
AT1G05760,RTM1,261256_at,7.040604523,6.926597543,7.253652299,7.216910762,6.870771623,7.139075313
AT1G05770,JAL2,261311_at,5.981684836,5.704853828,5.751065089,5.822753299,5.88994265,5.908252917
AT1G05790,,261312_at,7.475935626,7.470191406,7.527144731,7.666453154,7.315008802,7.684876703
AT1G05800,DGL,261278_at,5.100657807,5.105816772,5.058511132,5.136542198,5.019119136,4.916054094
AT1G05805,BHLH128,261254_at,7.657921234,7.804219993,8.807093924,8.99328578,7.796341923,9.012432578
AT1G05810,ARA,261252_at,8.144916144,8.145367417,8.456904226,8.428922177,8.0737836,8.553235909
AT1G05840,,261253_at,8.443224626,8.61717429,9.03644384,9.059267286,8.617962868,8.995711229
AT1G05850,CTL1,261279_at,12.63441018,12.58275277,12.32485331,12.32126092,12.61687657,12.23519965
AT1G05860,,261280_at,6.03773921,6.068137812,5.985286156,5.74965231,5.993791085,6.084089602
AT1G05880,ARI12,261249_at,5.992664563,6.17184433,6.188122277,6.108553855,6.041611952,6.157617014
AT1G05890,ARI5,261250_at,7.963814636,7.732957598,8.093708242,7.966168389,7.672409252,8.153257873
AT1G05900,NTH2,261255_at,5.924731209,5.96514494,5.940710177,6.120423169,5.975188717,6.024668814
AT1G05910,,261257_at,8.068165882,7.943747795,7.541081953,7.375892891,8.235395126,7.420338291
AT1G05920,,261251_at,5.889723469,5.902723592,6.056891043,5.806533031,5.863736038,5.833954691
AT1G05940,CAT9,260927_at,9.081794175,9.239053597,9.283129763,9.460339512,9.217502658,9.369263397
AT1G05950,,260945_at,6.020730027,6.187981587,5.87034336,5.94739932,6.118528095,5.915934986
AT1G05960,,260961_at,8.15848258,8.011206143,7.764600989,7.783819063,8.190942775,7.751877562
AT1G05990,CML7,260960_at,4.088847925,3.996292107,3.96270202,4.011202346,3.976256326,3.953527952
AT1G06000,UGT89C1,260955_at,8.918912199,8.983170227,7.85166535,7.902905379,9.032837543,7.962746929
AT1G06010,,260946_at,8.286636806,8.078397655,8.286855881,8.103447736,8.06683775,8.52388812
AT1G06020,,260947_at,5.071287858,5.211911263,5.037815469,5.176399188,5.113607261,5.054191368
AT1G06040,BBX24,260956_at,11.3053474,11.16202379,10.70554955,10.78612492,11.2479333,10.72556902
AT1G06050,,260959_at,7.510452702,7.661119487,7.67203746,7.623714523,7.469416203,7.760780813
AT1G06060,,260958_at,8.2953855,8.318844937,8.57079355,8.445822447,8.324438085,8.58394612
AT1G06070,,260953_at,8.192417687,8.170919083,8.207207517,8.120342147,8.264793619,8.298843369
AT1G06080,ADS1,260957_at,7.829290722,7.933901115,8.591315436,8.699788699,7.919503626,8.668333244
AT1G06100,,260948_at,6.526902815,6.346613514,6.971765887,6.820705018,6.478528534,7.048777568
AT1G06110,SKIP16,260949_at,9.114696274,9.14895731,9.410911435,9.377202143,9.044577756,9.425317125
AT1G06130,GLX2-4,260954_at,7.511336818,7.487315349,7.709722852,7.868894303,7.382564447,8.018610283
AT1G06140,PCMP-E61,260952_at,5.704051461,5.893452341,5.873454224,5.867412274,5.679160189,5.853461237
AT1G06150,EMB1444,260951_at,5.239791941,5.441451572,5.02334888,5.012341281,5.265198675,5.184949215
AT1G06160,ERF094,260783_at,7.920327523,7.845541206,8.827897831,8.922609037,7.80334794,8.968586114
AT1G06170,BHLH89,257491_at,4.215770561,4.206689389,4.219334858,4.138900199,4.216671687,4.400400739
AT1G06180,ATMYB13,260784_at,7.232333469,7.10668922,7.126471307,7.101156258,7.025228227,7.376860608
AT1G06190,,260793_at,8.987102707,8.912548745,8.718760572,8.74844437,8.817478611,8.805613581
AT1G06200,,260785_at,9.907024021,9.935083772,9.625371485,9.731056536,9.83174278,9.716598247
AT1G06210,TOL2,260794_at,7.96544304,7.897452458,7.573105309,7.374580451,7.903371692,7.623105989
AT1G06225,CLE3,260795_at,3.967449842,3.698412258,3.82727253,3.873451818,3.819564381,3.812604988
AT1G06230,GTE4,260787_at,7.419772925,7.380000228,7.234123,7.182987351,7.599399159,7.245384437
AT1G06240,,260790_at,7.236085883,7.294788727,7.38911166,7.397880771,7.276473866,7.330780801
AT1G06250,,260791_at,4.447412689,4.562859301,4.664736122,4.53016158,4.570705243,4.528605781
AT1G06260,,260788_at,5.907981024,5.92193642,5.98985786,5.963705077,5.900050178,5.983235256
AT1G06270,,260792_at,6.171875015,6.579582176,5.879173388,5.869403701,6.267952765,5.938131895
AT1G06310,ACX3.2,259419_at,4.961339342,4.849160902,5.303468942,4.953322303,4.79456281,4.984537823
AT1G06320,,259389_at,5.608564895,5.584636395,5.899185648,6.048265565,5.645498586,5.99570477
AT1G06340,,259390_at,5.438418853,5.192978762,5.174872695,5.245067947,5.210196033,5.018231275
AT1G06380,,259392_at,8.372256158,8.477969105,7.080987385,7.100255377,8.407868926,7.350947511
AT1G06390,ASK9,259396_at,9.502935212,9.430103665,9.446992377,9.432494897,9.416714564,9.537590176
AT1G06400,RABA1A,259395_at,9.835330967,9.840330729,10.45247497,10.49244561,9.669370204,10.61312937
AT1G06410,TPS7,259393_at,9.420649289,9.287644726,9.636314033,9.659467673,9.406661052,9.439657
AT1G06420,,259394_at,4.308152868,4.40485797,4.353403239,4.40746317,4.466580222,4.361931555
AT1G06430,FTSH8,262626_at,8.326987208,8.316426732,8.95995966,9.054787231,8.376510548,9.017630811
AT1G06440,,262625_at,5.363843577,5.453613798,5.376356912,5.389063411,5.335369064,5.223022085
AT1G06450,CAF1-1,262624_at,7.739999747,7.587974632,6.602097506,6.712377916,7.650480271,6.812972867
AT1G06460,ACD32.1,262629_at,10.37337585,10.34290335,10.75557312,10.74344648,10.30381,10.70937957
AT1G06470,,262623_at,8.720328142,8.768697368,8.115372223,8.275492612,8.638321054,8.163576875
AT1G06490,CALS7,262628_at,6.316051735,6.192614142,6.212449329,6.344390664,6.266540916,6.254475778
AT1G06500,,262631_at,7.243203603,7.369803387,6.932373499,6.941270166,7.085993164,7.14814699
AT1G06510,,262622_at,7.920557936,7.897821396,8.069439791,8.180664053,7.845393429,8.183816745
AT1G06520,GPAT1,262630_at,5.902474285,5.754443314,5.546293098,5.736814247,5.875159501,5.598242872
AT1G06530,PMD2,262621_at,9.811573308,9.722442922,9.205600948,9.219510979,9.798626787,9.29337535
AT1G06540,,262620_at,5.033981697,5.014364926,4.927817592,4.934912923,5.086837742,4.768605125
