#ecotype,columbia,,,,,,,
#development stage,seedling,,,,,,,
#age,7 (day),,,,,,,
#compound,,,none,none,indole-3-acetic acid,none,indole-3-acetic acid,indole-3-acetic acid
Gene ID,Gene Name,DesignElementAccession,GSM9571,GSM9573,GSM9574,GSM9572,GSM9575,GSM9576
AT1G03160,FZL,263163_at,7.534583468,6.473174398,7.385468997,7.280855855,7.548630203,7.239150772
AT1G03170,FAF2,264363_at,5.334333156,5.196204277,4.800925506,5.113562238,4.954310256,5.199601311
AT1G03180,,264358_at,5.447263307,5.894737388,5.877415418,5.909488926,5.465394337,5.392354624
AT1G03190,XPD,264356_at,5.74674657,6.230492926,5.909711056,5.695283845,5.903737284,6.024581648
AT1G03210,,264355_at,9.132666816,8.690769732,9.143509374,9.006619491,9.091500826,8.841081807
AT1G03250,,264366_at,8.055696882,8.291147692,7.972363681,7.727143191,7.951003229,8.170038187
AT1G03260,,264353_at,6.699758173,5.653057633,6.624621409,6.657237765,6.710973,6.727922875
AT1G03270,CBSDUF4,264352_at,4.475145375,4.71474741,4.583709635,4.51005404,4.333405169,4.603639684
AT1G03280,,264368_at,8.182564243,8.698068013,8.084050493,7.702523514,7.983808209,8.435475922
AT1G03290,,264362_at,6.39941305,6.853240292,6.526785583,6.496092275,6.695063874,6.373525926
AT1G03300,DUF1,264361_at,4.03342009,3.871925003,3.884779265,4.094558354,4.0438679,3.821703535
AT1G03310,ISA2,264360_at,7.923350335,8.159320754,8.000427408,8.188701649,7.821440452,7.702916418
AT1G03320,,264359_at,5.124545744,4.928107401,4.719912981,5.090861165,4.893505467,4.729035106
AT1G03330,LSM2,264364_at,8.918414828,8.991158388,9.327116105,9.156035349,8.945004839,8.887239147
AT1G03350,,264367_at,7.778312917,7.943659908,8.364792197,8.185557002,7.8921279,7.955540577
AT1G03360,RRP4,264357_at,7.296545612,7.880962252,7.830362944,7.264228526,7.644603002,7.973227231
AT1G03370,,264351_at,7.223535187,6.487501397,7.102420266,7.028637698,7.053572428,6.843066312
AT1G03380,ATG18G,264828_at,7.431509268,7.491685698,7.4232195,7.638368569,7.55313733,7.00445709
AT1G03390,,264827_at,3.755388747,3.598988049,3.548571244,3.594837554,3.673570378,3.529564363
AT1G03400,,264843_at,5.653485016,6.220274417,5.7814357,5.725180032,6.010883633,5.818436984
AT1G03410,2A6,264826_at,6.58808302,6.826116814,6.57228594,6.450631347,6.804770253,7.011144437
AT1G03430,AHP5,264838_at,7.911185734,7.704141825,7.710691065,7.223387345,7.517012734,7.984778338
AT1G03440,,264840_at,6.500147757,6.013281292,6.059311679,6.764542034,6.149174915,6.083877293
AT1G03445,BSU1,264823_at,6.162795791,5.758062769,6.07139382,6.230126067,6.155749779,5.856490353
AT1G03457,,264822_at,6.50937435,6.949040013,5.789921539,6.553034927,5.74236305,5.863686304
AT1G03470,NET3A,264821_at,5.095111153,5.812477142,5.182971901,5.606779867,5.108697541,5.560921872
AT1G03475,CPX1,264820_at,9.103418081,8.443082249,9.207207062,9.493527386,9.092491115,9.176898968
AT1G03490,NAC006,264829_at,4.256545665,3.824175502,4.23796347,4.114911458,4.231329837,3.887748798
AT1G03510,PCMP-E3,264819_at,4.042998909,4.008517819,4.122121831,3.993426119,4.164928422,4.306303655
AT1G03520,,264844_at,6.827611986,7.094170944,6.62632334,6.650362227,6.358955932,6.970084068
AT1G03530,ATNAF1,264818_at,6.933214828,7.038346071,7.224380242,7.088908684,7.445450138,7.458093888
AT1G03540,PCMP-E4,264817_at,5.133689818,4.888407648,5.083535625,4.978346608,5.225254245,5.112334464
AT1G03550,SCAMP2,264835_at,6.8698337,7.406727425,6.713366888,6.588714399,6.394014167,6.517093597
AT1G03560,,264816_at,5.144084471,5.5893446,5.135764097,4.955924993,4.818722787,5.72083087
AT1G03590,PPC6-6,264833_at,7.031480815,6.840553466,7.466775369,7.343478924,7.014231585,7.000084793
AT1G03600,PSB27-1,264837_at,11.69441141,11.81110589,11.68139225,11.69663594,11.67414753,11.93070427
AT1G03610,,264836_at,7.985059135,8.314018077,8.741229007,7.931291442,8.764475289,8.446482775
AT1G03620,,264815_at,5.083290015,5.384961315,5.183137452,5.291440592,5.130138647,4.858725554
AT1G03630,PORC,264839_at,9.103429815,9.600388051,8.895169492,9.008076754,8.775163461,9.239914819
AT1G03660,,264832_at,5.590489172,5.829461922,5.851058709,5.522280441,5.647135633,5.824126756
AT1G03680,ATHM1,264845_at,9.983143868,10.35435831,10.19114478,10.30410999,9.964679268,9.891484703
AT1G03687,,264831_at,7.384008341,7.065628039,6.699587829,6.77792604,7.192948631,7.038709586
AT1G03700,,264842_at,4.61338887,4.717339237,4.581836854,4.96655967,4.72620251,4.695363193
AT1G03710,,264830_at,4.269814968,4.058918374,3.968705073,4.197436055,4.11302873,3.943826018
AT1G03720,,264825_at,4.772034189,4.652620126,4.634395372,5.313802812,4.802167442,4.98216359
AT1G03730,,264834_at,8.564496305,8.081433479,8.738356354,8.501160017,8.729267443,8.491472918
AT1G03740,,264841_at,7.758206437,6.879382613,7.54805291,7.72064339,7.802825829,7.460230074
AT1G03750,SWI2,265088_at,5.445351755,4.805866773,4.923844204,5.009747688,5.317935452,5.160943003
AT1G03760,,265087_at,5.61898419,6.144531425,5.927506847,5.740035694,5.548857307,6.07772064
AT1G03770,RING1B,265086_at,4.212967524,3.993804693,4.456628257,4.363566853,3.942979322,4.449995703
AT1G03780,TPX2,265085_at,6.180784245,6.68271358,6.213585458,6.15445778,5.815287374,6.302800089
AT1G03790,SOM,265084_at,5.212072854,5.199842655,5.476315555,5.501406347,5.23259552,5.140916567
AT1G03820,,265083_at,7.573111651,7.937322513,9.386816402,7.751266371,9.056742961,9.537873757
AT1G03830,,265082_at,5.64898787,5.424398923,5.770489419,5.558173691,5.506435167,5.805652798
AT1G03840,MGP,265081_at,5.734254504,5.800297548,5.211273452,5.855471318,5.411446243,5.231267848
AT1G03850,,265067_at,8.295212121,7.888096635,7.394105669,8.260645616,7.743562649,7.348097927
AT1G03860,PHB2,265037_at,10.62059546,10.52443708,10.64175765,10.66089944,10.65186375,10.84293196
AT1G03870,FLA9,265066_at,11.42895001,11.48540938,10.93281186,11.43562782,11.03866938,11.33476259
