#organism part,whole organism,,,,,,,
#developmental stage,seeding,,,,,,,
#ecotype,columbia,,,,,,,
#compound,,,none,1 micromolar brassinolide,1 micromolar brassinolide,1 micromolar brassinolide,none,none
Gene ID,Gene Name,DesignElementAccession,GSM520749,GSM520758,GSM520757,GSM520756,GSM520750,GSM520748
AT1G03760,,265087_at,6.947837937,6.826901697,7.026343246,6.771078141,6.626958012,6.611649867
AT1G03770,RING1B,265086_at,5.717415886,5.356850426,5.946899009,5.69288567,6.292382364,5.729324395
AT1G03780,TPX2,265085_at,3.877450074,3.910792716,3.871187355,3.724770166,4.101915482,4.006569034
AT1G03790,SOM,265084_at,3.933070725,3.833137059,3.835934045,3.641877068,4.047498647,3.787406688
AT1G03820,,265083_at,4.91726009,4.99305431,5.011271342,5.044093705,4.605079118,4.932783991
AT1G03830,,265082_at,4.289835495,4.047544335,4.397860514,4.570007082,4.105135882,4.168951438
AT1G03840,MGP,265081_at,3.949435233,3.575516144,3.571879606,3.564094934,3.806906557,3.639920072
AT1G03850,,265067_at,8.752829041,9.214139189,9.043551377,8.955592401,10.77954524,8.743878182
AT1G03860,PHB2,265037_at,10.08426604,9.967640806,10.11885157,10.06897182,10.00578238,9.858636505
AT1G03870,FLA9,265066_at,10.37644741,10.26447164,10.53232155,10.40088658,9.43195874,9.777249346
AT1G03880,CRB,265095_at,3.49435555,3.48433866,3.516426012,3.324209679,3.507201686,3.482602193
AT1G03890,CRD,265094_at,3.434739094,3.189653328,3.167972069,3.079941242,3.508503972,3.173410379
AT1G03900,ATNAP4,265043_at,10.6540584,10.7364391,10.69132781,10.78056273,10.87619282,10.62111474
AT1G03905,ABCI19,265093_at,4.8566024,4.885666584,5.008423465,5.282732073,7.661047509,5.681848782
AT1G03910,CTN,265092_at,8.747326877,7.918641738,8.69576431,8.131682851,8.351039134,8.306085027
AT1G03920,,265038_at,3.785901555,3.686537826,3.619723833,3.724770166,3.619413112,3.678292713
AT1G03950,VPS2.3,265044_at,8.419167296,8.49159581,8.343896304,8.507593346,8.600005622,8.593942868
AT1G03960,B''EPSILON,265090_at,4.819112726,4.454727423,4.601376094,4.522406645,4.576952365,4.771811102
AT1G03970,GBF4,265040_at,8.084950904,8.279977404,8.296503381,8.286644851,8.346392087,8.291546543
AT1G03980,ATPCS2,265065_at,3.588254092,3.824137477,3.681015731,3.793046479,4.069659802,3.896833215
AT1G03990,FAO1,265099_at,4.178907081,3.977484097,3.930782012,3.791417773,3.998968503,3.774862336
AT1G04000,,265039_at,5.713169856,5.807836695,5.901323389,5.736345668,5.802575949,5.889575309
AT1G04010,PSAT,265098_at,5.526452904,5.472016425,5.568309997,4.888306214,5.205498463,5.264608859
AT1G04020,ATBARD1,265097_at,5.286603195,4.923683084,5.10621555,5.106573352,4.784199243,4.900392207
AT1G04030,,265096_at,4.839287191,4.365978669,4.573022981,4.334452816,4.653442347,4.643709275
